x,t = 15s,t = 30s,t = 60s,t = 90s,t = 150s,t = 210s
0.02928,24.4343,29.9716,37.1683,41.0001,44.121,45.0034
0.029284,24.4336,29.9709,37.1677,40.9994,44.1203,45.0027
0.029288,24.433,29.9702,37.167,40.9987,44.1196,45.002
0.029292,24.4324,29.9695,37.1663,40.998,44.1189,45.0013
0.029296,24.4317,29.9688,37.1656,40.9973,44.1182,45.0006
0.0293,24.4311,29.9682,37.1649,40.9966,44.1175,44.9999
0.029304,24.4305,29.9675,37.1642,40.9959,44.1168,44.9992
0.029308,24.4298,29.9668,37.1635,40.9952,44.1161,44.9985
0.029312,24.4292,29.9661,37.1628,40.9945,44.1154,44.9978
0.029316,24.4286,29.9654,37.1621,40.9938,44.1147,44.9972
0.02932,24.4279,29.9647,37.1614,40.9931,44.114,44.9965
0.029324,24.4273,29.964,37.1607,40.9924,44.1133,44.9958
0.029328,24.4267,29.9633,37.16,40.9917,44.1126,44.9951
0.029332,24.4261,29.9626,37.1593,40.991,44.1119,44.9944
0.029336,24.4254,29.9619,37.1586,40.9903,44.1113,44.9937
0.02934,24.4248,29.9612,37.1579,40.9896,44.1106,44.993
0.029344,24.4242,29.9605,37.1572,40.989,44.1099,44.9923
0.029348,24.4235,29.9599,37.1565,40.9883,44.1092,44.9916
0.029352,24.4229,29.9592,37.1558,40.9876,44.1085,44.9909
0.029356,24.4223,29.9585,37.1551,40.9869,44.1078,44.9902
0.02936,24.4217,29.9578,37.1544,40.9862,44.1071,44.9895
0.029364,24.421,29.9571,37.1538,40.9855,44.1064,44.9888
0.029368,24.4204,29.9564,37.1531,40.9848,44.1057,44.9881
0.029372,24.4198,29.9557,37.1524,40.9841,44.105,44.9874
0.029376,24.4192,29.955,37.1517,40.9834,44.1043,44.9868
0.02938,24.4185,29.9543,37.151,40.9827,44.1036,44.9861
0.029384,24.4179,29.9537,37.1503,40.982,44.1029,44.9854
0.029388,24.4173,29.953,37.1496,40.9813,44.1022,44.9847
0.029392,24.4167,29.9523,37.1489,40.9806,44.1016,44.984
0.029396,24.416,29.9516,37.1482,40.98,44.1009,44.9833
0.0294,24.4154,29.9509,37.1475,40.9793,44.1002,44.9826
0.029404,24.4148,29.9502,37.1468,40.9786,44.0995,44.9819
0.029408,24.4142,29.9495,37.1462,40.9779,44.0988,44.9812
0.029412,24.4135,29.9488,37.1455,40.9772,44.0981,44.9805
0.029416,24.4129,29.9482,37.1448,40.9765,44.0974,44.9798
0.02942,24.4123,29.9475,37.1441,40.9758,44.0967,44.9792
0.029424,24.4117,29.9468,37.1434,40.9751,44.096,44.9785
0.029428,24.411,29.9461,37.1427,40.9744,44.0954,44.9778
0.029432,24.4104,29.9454,37.142,40.9738,44.0947,44.9771
0.029436,24.4098,29.9447,37.1413,40.9731,44.094,44.9764
0.02944,24.4092,29.9441,37.1406,40.9724,44.0933,44.9757
0.029444,24.4085,29.9434,37.14,40.9717,44.0926,44.975
0.029448,24.4079,29.9427,37.1393,40.971,44.0919,44.9743
0.029452,24.4073,29.942,37.1386,40.9703,44.0912,44.9737
0.029456,24.4067,29.9413,37.1379,40.9696,44.0905,44.973
0.02946,24.4061,29.9406,37.1372,40.9689,44.0899,44.9723
0.029464,24.4054,29.94,37.1365,40.9683,44.0892,44.9716
0.029468,24.4048,29.9393,37.1358,40.9676,44.0885,44.9709
0.029472,24.4042,29.9386,37.1352,40.9669,44.0878,44.9702
0.029476,24.4036,29.9379,37.1345,40.9662,44.0871,44.9695
0.02948,24.403,29.9372,37.1338,40.9655,44.0864,44.9689
0.029484,24.4023,29.9365,37.1331,40.9648,44.0857,44.9682
0.029488,24.4017,29.9359,37.1324,40.9642,44.0851,44.9675
0.029492,24.4011,29.9352,37.1317,40.9635,44.0844,44.9668
0.029496,24.4005,29.9345,37.131,40.9628,44.0837,44.9661
0.0295,24.3999,29.9338,37.1304,40.9621,44.083,44.9654
0.029504,24.3992,29.9331,37.1297,40.9614,44.0823,44.9648
0.029508,24.3986,29.9325,37.129,40.9607,44.0816,44.9641
0.029512,24.398,29.9318,37.1283,40.9601,44.081,44.9634
0.029516,24.3974,29.9311,37.1276,40.9594,44.0803,44.9627
0.02952,24.3968,29.9304,37.127,40.9587,44.0796,44.962
0.029524,24.3961,29.9297,37.1263,40.958,44.0789,44.9613
0.029528,24.3955,29.9291,37.1256,40.9573,44.0782,44.9607
0.029532,24.3949,29.9284,37.1249,40.9566,44.0776,44.96
0.029536,24.3943,29.9277,37.1242,40.956,44.0769,44.9593
0.02954,24.3937,29.927,37.1235,40.9553,44.0762,44.9586
0.029544,24.3931,29.9264,37.1229,40.9546,44.0755,44.9579
0.029548,24.3924,29.9257,37.1222,40.9539,44.0748,44.9573
0.029552,24.3918,29.925,37.1215,40.9532,44.0742,44.9566
0.029556,24.3912,29.9243,37.1208,40.9526,44.0735,44.9559
0.02956,24.3906,29.9236,37.1201,40.9519,44.0728,44.9552
0.029564,24.39,29.923,37.1195,40.9512,44.0721,44.9545
0.029568,24.3894,29.9223,37.1188,40.9505,44.0714,44.9539
0.029572,24.3888,29.9216,37.1181,40.9498,44.0708,44.9532
0.029576,24.3881,29.9209,37.1174,40.9492,44.0701,44.9525
0.02958,24.3875,29.9203,37.1168,40.9485,44.0694,44.9518
0.029584,24.3869,29.9196,37.1161,40.9478,44.0687,44.9511
0.029588,24.3863,29.9189,37.1154,40.9471,44.068,44.9505
0.029592,24.3857,29.9182,37.1147,40.9465,44.0674,44.9498
0.029596,24.3851,29.9176,37.114,40.9458,44.0667,44.9491
0.0296,24.3845,29.9169,37.1134,40.9451,44.066,44.9484
0.029604,24.3839,29.9162,37.1127,40.9444,44.0653,44.9478
0.029608,24.3832,29.9156,37.112,40.9437,44.0647,44.9471
0.029612,24.3826,29.9149,37.1113,40.9431,44.064,44.9464
0.029616,24.382,29.9142,37.1107,40.9424,44.0633,44.9457
0.02962,24.3814,29.9135,37.11,40.9417,44.0626,44.9451
0.029624,24.3808,29.9129,37.1093,40.941,44.062,44.9444
0.029628,24.3802,29.9122,37.1086,40.9404,44.0613,44.9437
0.029632,24.3796,29.9115,37.108,40.9397,44.0606,44.943
0.029636,24.379,29.9109,37.1073,40.939,44.0599,44.9424
0.02964,24.3784,29.9102,37.1066,40.9383,44.0593,44.9417
0.029644,24.3777,29.9095,37.1059,40.9377,44.0586,44.941
0.029648,24.3771,29.9088,37.1053,40.937,44.0579,44.9403
0.029652,24.3765,29.9082,37.1046,40.9363,44.0572,44.9397
0.029656,24.3759,29.9075,37.1039,40.9357,44.0566,44.939
0.02966,24.3753,29.9068,37.1032,40.935,44.0559,44.9383
0.029664,24.3747,29.9062,37.1026,40.9343,44.0552,44.9376
0.029668,24.3741,29.9055,37.1019,40.9336,44.0545,44.937
0.029672,24.3735,29.9048,37.1012,40.933,44.0539,44.9363
0.029676,24.3729,29.9042,37.1006,40.9323,44.0532,44.9356
0.02968,24.3723,29.9035,37.0999,40.9316,44.0525,44.935
0.029684,24.3717,29.9028,37.0992,40.931,44.0519,44.9343
0.029688,24.371,29.9022,37.0985,40.9303,44.0512,44.9336
0.029692,24.3704,29.9015,37.0979,40.9296,44.0505,44.9329
0.029696,24.3698,29.9008,37.0972,40.9289,44.0499,44.9323
0.0297,24.3692,29.9002,37.0965,40.9283,44.0492,44.9316
0.029704,24.3686,29.8995,37.0959,40.9276,44.0485,44.9309
0.029708,24.368,29.8988,37.0952,40.9269,44.0478,44.9303
0.029712,24.3674,29.8982,37.0945,40.9263,44.0472,44.9296
0.029716,24.3668,29.8975,37.0939,40.9256,44.0465,44.9289
0.02972,24.3662,29.8968,37.0932,40.9249,44.0458,44.9283
0.029724,24.3656,29.8962,37.0925,40.9243,44.0452,44.9276
0.029728,24.365,29.8955,37.0919,40.9236,44.0445,44.9269
0.029732,24.3644,29.8948,37.0912,40.9229,44.0438,44.9263
0.029736,24.3638,29.8942,37.0905,40.9222,44.0432,44.9256
0.02974,24.3632,29.8935,37.0898,40.9216,44.0425,44.9249
0.029744,24.3626,29.8928,37.0892,40.9209,44.0418,44.9243
0.029748,24.362,29.8922,37.0885,40.9202,44.0412,44.9236
0.029752,24.3614,29.8915,37.0878,40.9196,44.0405,44.9229
0.029756,24.3608,29.8908,37.0872,40.9189,44.0398,44.9223
0.02976,24.3602,29.8902,37.0865,40.9182,44.0392,44.9216
0.029764,24.3596,29.8895,37.0858,40.9176,44.0385,44.9209
0.029768,24.359,29.8889,37.0852,40.9169,44.0378,44.9203
0.029772,24.3584,29.8882,37.0845,40.9163,44.0372,44.9196
0.029776,24.3578,29.8875,37.0839,40.9156,44.0365,44.9189
0.02978,24.3572,29.8869,37.0832,40.9149,44.0358,44.9183
0.029784,24.3566,29.8862,37.0825,40.9143,44.0352,44.9176
0.029788,24.356,29.8855,37.0819,40.9136,44.0345,44.9169
0.029792,24.3553,29.8849,37.0812,40.9129,44.0338,44.9163
0.029796,24.3547,29.8842,37.0805,40.9123,44.0332,44.9156
0.0298,24.3541,29.8836,37.0799,40.9116,44.0325,44.9149
0.029804,24.3535,29.8829,37.0792,40.9109,44.0319,44.9143
0.029808,24.3529,29.8822,37.0785,40.9103,44.0312,44.9136
0.029812,24.3523,29.8816,37.0779,40.9096,44.0305,44.913
0.029816,24.3517,29.8809,37.0772,40.909,44.0299,44.9123
0.02982,24.3512,29.8803,37.0766,40.9083,44.0292,44.9116
0.029824,24.3506,29.8796,37.0759,40.9076,44.0285,44.911
0.029828,24.35,29.8789,37.0752,40.907,44.0279,44.9103
0.029832,24.3494,29.8783,37.0746,40.9063,44.0272,44.9096
0.029836,24.3488,29.8776,37.0739,40.9056,44.0266,44.909
0.02984,24.3482,29.877,37.0732,40.905,44.0259,44.9083
0.029844,24.3476,29.8763,37.0726,40.9043,44.0252,44.9077
0.029848,24.347,29.8757,37.0719,40.9037,44.0246,44.907
0.029852,24.3464,29.875,37.0713,40.903,44.0239,44.9063
0.029856,24.3458,29.8743,37.0706,40.9023,44.0233,44.9057
0.02986,24.3452,29.8737,37.0699,40.9017,44.0226,44.905
0.029864,24.3446,29.873,37.0693,40.901,44.0219,44.9044
0.029868,24.344,29.8724,37.0686,40.9004,44.0213,44.9037
0.029872,24.3434,29.8717,37.068,40.8997,44.0206,44.903
0.029876,24.3428,29.8711,37.0673,40.899,44.02,44.9024
0.02988,24.3422,29.8704,37.0667,40.8984,44.0193,44.9017
0.029884,24.3416,29.8698,37.066,40.8977,44.0186,44.9011
0.029888,24.341,29.8691,37.0653,40.8971,44.018,44.9004
0.029892,24.3404,29.8685,37.0647,40.8964,44.0173,44.8998
0.029896,24.3398,29.8678,37.064,40.8958,44.0167,44.8991
0.0299,24.3392,29.8671,37.0634,40.8951,44.016,44.8984
0.029904,24.3386,29.8665,37.0627,40.8944,44.0154,44.8978
0.029908,24.338,29.8658,37.0621,40.8938,44.0147,44.8971
0.029912,24.3374,29.8652,37.0614,40.8931,44.014,44.8965
0.029916,24.3368,29.8645,37.0607,40.8925,44.0134,44.8958
0.02992,24.3363,29.8639,37.0601,40.8918,44.0127,44.8952
0.029924,24.3357,29.8632,37.0594,40.8912,44.0121,44.8945
0.029928,24.3351,29.8626,37.0588,40.8905,44.0114,44.8939
0.029932,24.3345,29.8619,37.0581,40.8899,44.0108,44.8932
0.029936,24.3339,29.8613,37.0575,40.8892,44.0101,44.8925
0.02994,24.3333,29.8606,37.0568,40.8886,44.0095,44.8919
0.029944,24.3327,29.86,37.0562,40.8879,44.0088,44.8912
0.029948,24.3321,29.8593,37.0555,40.8872,44.0082,44.8906
0.029952,24.3315,29.8587,37.0549,40.8866,44.0075,44.8899
0.029956,24.3309,29.858,37.0542,40.8859,44.0068,44.8893
0.02996,24.3303,29.8574,37.0535,40.8853,44.0062,44.8886
0.029964,24.3297,29.8567,37.0529,40.8846,44.0055,44.888
0.029968,24.3292,29.8561,37.0522,40.884,44.0049,44.8873
0.029972,24.3286,29.8554,37.0516,40.8833,44.0042,44.8867
0.029976,24.328,29.8548,37.0509,40.8827,44.0036,44.886
0.02998,24.3274,29.8541,37.0503,40.882,44.0029,44.8854
0.029984,24.3268,29.8535,37.0496,40.8814,44.0023,44.8847
0.029988,24.3262,29.8528,37.049,40.8807,44.0016,44.8841
0.029992,24.3256,29.8522,37.0483,40.8801,44.001,44.8834
0.029996,24.325,29.8515,37.0477,40.8794,44.0003,44.8828
0.03,24.3244,29.8509,37.047,40.8788,43.9997,44.8821
0.030004,24.3239,29.8502,37.0464,40.8781,43.999,44.8815
0.030008,24.3233,29.8496,37.0457,40.8775,43.9984,44.8808
0.030012,24.3227,29.8489,37.0451,40.8768,43.9977,44.8802
0.030016,24.3221,29.8483,37.0444,40.8762,43.9971,44.8795
0.03002,24.3215,29.8477,37.0438,40.8755,43.9964,44.8789
0.030024,24.3209,29.847,37.0431,40.8749,43.9958,44.8782
0.030028,24.3203,29.8464,37.0425,40.8742,43.9951,44.8776
0.030032,24.3198,29.8457,37.0418,40.8736,43.9945,44.8769
0.030036,24.3192,29.8451,37.0412,40.8729,43.9938,44.8763
0.03004,24.3186,29.8444,37.0405,40.8723,43.9932,44.8756
0.030044,24.318,29.8438,37.0399,40.8716,43.9925,44.875
0.030048,24.3174,29.8431,37.0393,40.871,43.9919,44.8743
0.030052,24.3168,29.8425,37.0386,40.8703,43.9913,44.8737
0.030056,24.3162,29.8419,37.038,40.8697,43.9906,44.873
0.03006,24.3157,29.8412,37.0373,40.869,43.99,44.8724
0.030064,24.3151,29.8406,37.0367,40.8684,43.9893,44.8717
0.030068,24.3145,29.8399,37.036,40.8678,43.9887,44.8711
0.030072,24.3139,29.8393,37.0354,40.8671,43.988,44.8705
0.030076,24.3133,29.8386,37.0347,40.8665,43.9874,44.8698
0.03008,24.3127,29.838,37.0341,40.8658,43.9867,44.8692
0.030084,24.3122,29.8374,37.0334,40.8652,43.9861,44.8685
0.030088,24.3116,29.8367,37.0328,40.8645,43.9854,44.8679
0.030092,24.311,29.8361,37.0322,40.8639,43.9848,44.8672
0.030096,24.3104,29.8354,37.0315,40.8632,43.9842,44.8666
0.0301,24.3098,29.8348,37.0309,40.8626,43.9835,44.8659
0.030104,24.3092,29.8342,37.0302,40.862,43.9829,44.8653
0.030108,24.3087,29.8335,37.0296,40.8613,43.9822,44.8647
0.030112,24.3081,29.8329,37.0289,40.8607,43.9816,44.864
0.030116,24.3075,29.8322,37.0283,40.86,43.9809,44.8634
0.03012,24.3069,29.8316,37.0277,40.8594,43.9803,44.8627
0.030124,24.3063,29.831,37.027,40.8587,43.9797,44.8621
0.030128,24.3058,29.8303,37.0264,40.8581,43.979,44.8614
0.030132,24.3052,29.8297,37.0257,40.8575,43.9784,44.8608
0.030136,24.3046,29.829,37.0251,40.8568,43.9777,44.8602
0.03014,24.304,29.8284,37.0244,40.8562,43.9771,44.8595
0.030144,24.3034,29.8278,37.0238,40.8555,43.9765,44.8589
0.030148,24.3029,29.8271,37.0232,40.8549,43.9758,44.8582
0.030152,24.3023,29.8265,37.0225,40.8543,43.9752,44.8576
0.030156,24.3017,29.8259,37.0219,40.8536,43.9745,44.857
0.03016,24.3011,29.8252,37.0212,40.853,43.9739,44.8563
0.030164,24.3006,29.8246,37.0206,40.8523,43.9733,44.8557
0.030168,24.3,29.824,37.02,40.8517,43.9726,44.855
0.030172,24.2994,29.8233,37.0193,40.8511,43.972,44.8544
0.030176,24.2988,29.8227,37.0187,40.8504,43.9713,44.8538
0.03018,24.2982,29.822,37.0181,40.8498,43.9707,44.8531
0.030184,24.2977,29.8214,37.0174,40.8492,43.9701,44.8525
0.030188,24.2971,29.8208,37.0168,40.8485,43.9694,44.8519
0.030192,24.2965,29.8201,37.0161,40.8479,43.9688,44.8512
0.030196,24.2959,29.8195,37.0155,40.8472,43.9682,44.8506
0.0302,24.2954,29.8189,37.0149,40.8466,43.9675,44.8499
0.030204,24.2948,29.8182,37.0142,40.846,43.9669,44.8493
0.030208,24.2942,29.8176,37.0136,40.8453,43.9662,44.8487
0.030212,24.2936,29.817,37.013,40.8447,43.9656,44.848
0.030216,24.2931,29.8163,37.0123,40.8441,43.965,44.8474
0.03022,24.2925,29.8157,37.0117,40.8434,43.9643,44.8468
0.030224,24.2919,29.8151,37.0111,40.8428,43.9637,44.8461
0.030228,24.2913,29.8144,37.0104,40.8422,43.9631,44.8455
0.030232,24.2908,29.8138,37.0098,40.8415,43.9624,44.8449
0.030236,24.2902,29.8132,37.0091,40.8409,43.9618,44.8442
0.03024,24.2896,29.8126,37.0085,40.8402,43.9612,44.8436
0.030244,24.289,29.8119,37.0079,40.8396,43.9605,44.843
0.030248,24.2885,29.8113,37.0072,40.839,43.9599,44.8423
0.030252,24.2879,29.8107,37.0066,40.8383,43.9593,44.8417
0.030256,24.2873,29.81,37.006,40.8377,43.9586,44.8411
0.03026,24.2868,29.8094,37.0053,40.8371,43.958,44.8404
0.030264,24.2862,29.8088,37.0047,40.8364,43.9574,44.8398
0.030268,24.2856,29.8081,37.0041,40.8358,43.9567,44.8392
0.030272,24.285,29.8075,37.0035,40.8352,43.9561,44.8385
0.030276,24.2845,29.8069,37.0028,40.8346,43.9555,44.8379
0.03028,24.2839,29.8063,37.0022,40.8339,43.9548,44.8373
0.030284,24.2833,29.8056,37.0016,40.8333,43.9542,44.8366
0.030288,24.2828,29.805,37.0009,40.8327,43.9536,44.836
0.030292,24.2822,29.8044,37.0003,40.832,43.9529,44.8354
0.030296,24.2816,29.8037,36.9997,40.8314,43.9523,44.8347
0.0303,24.2811,29.8031,36.999,40.8308,43.9517,44.8341
0.030304,24.2805,29.8025,36.9984,40.8301,43.951,44.8335
0.030308,24.2799,29.8019,36.9978,40.8295,43.9504,44.8328
0.030312,24.2793,29.8012,36.9971,40.8289,43.9498,44.8322
0.030316,24.2788,29.8006,36.9965,40.8282,43.9492,44.8316
0.03032,24.2782,29.8,36.9959,40.8276,43.9485,44.831
0.030324,24.2776,29.7994,36.9953,40.827,43.9479,44.8303
0.030328,24.2771,29.7987,36.9946,40.8264,43.9473,44.8297
0.030332,24.2765,29.7981,36.994,40.8257,43.9466,44.8291
0.030336,24.2759,29.7975,36.9934,40.8251,43.946,44.8284
0.03034,24.2754,29.7969,36.9927,40.8245,43.9454,44.8278
0.030344,24.2748,29.7962,36.9921,40.8239,43.9448,44.8272
0.030348,24.2742,29.7956,36.9915,40.8232,43.9441,44.8266
0.030352,24.2737,29.795,36.9909,40.8226,43.9435,44.8259
0.030356,24.2731,29.7944,36.9902,40.822,43.9429,44.8253
0.03036,24.2725,29.7937,36.9896,40.8213,43.9423,44.8247
0.030364,24.272,29.7931,36.989,40.8207,43.9416,44.8241
0.030368,24.2714,29.7925,36.9884,40.8201,43.941,44.8234
0.030372,24.2708,29.7919,36.9877,40.8195,43.9404,44.8228
0.030376,24.2703,29.7913,36.9871,40.8188,43.9398,44.8222
0.03038,24.2697,29.7906,36.9865,40.8182,43.9391,44.8216
0.030384,24.2691,29.79,36.9859,40.8176,43.9385,44.8209
0.030388,24.2686,29.7894,36.9852,40.817,43.9379,44.8203
0.030392,24.268,29.7888,36.9846,40.8163,43.9373,44.8197
0.030396,24.2675,29.7881,36.984,40.8157,43.9366,44.8191
0.0304,24.2669,29.7875,36.9834,40.8151,43.936,44.8184
0.030404,24.2663,29.7869,36.9827,40.8145,43.9354,44.8178
0.030408,24.2658,29.7863,36.9821,40.8139,43.9348,44.8172
0.030412,24.2652,29.7857,36.9815,40.8132,43.9341,44.8166
0.030416,24.2646,29.785,36.9809,40.8126,43.9335,44.8159
0.03042,24.2641,29.7844,36.9803,40.812,43.9329,44.8153
0.030424,24.2635,29.7838,36.9796,40.8114,43.9323,44.8147
0.030428,24.263,29.7832,36.979,40.8107,43.9317,44.8141
0.030432,24.2624,29.7826,36.9784,40.8101,43.931,44.8135
0.030436,24.2618,29.782,36.9778,40.8095,43.9304,44.8128
0.03044,24.2613,29.7813,36.9771,40.8089,43.9298,44.8122
0.030444,24.2607,29.7807,36.9765,40.8083,43.9292,44.8116
0.030448,24.2602,29.7801,36.9759,40.8076,43.9285,44.811
0.030452,24.2596,29.7795,36.9753,40.807,43.9279,44.8104
0.030456,24.259,29.7789,36.9747,40.8064,43.9273,44.8097
0.03046,24.2585,29.7782,36.974,40.8058,43.9267,44.8091
0.030464,24.2579,29.7776,36.9734,40.8052,43.9261,44.8085
0.030468,24.2574,29.777,36.9728,40.8045,43.9255,44.8079
0.030472,24.2568,29.7764,36.9722,40.8039,43.9248,44.8073
0.030476,24.2562,29.7758,36.9716,40.8033,43.9242,44.8066
0.03048,24.2557,29.7752,36.9709,40.8027,43.9236,44.806
0.030484,24.2551,29.7746,36.9703,40.8021,43.923,44.8054
0.030488,24.2546,29.7739,36.9697,40.8014,43.9224,44.8048
0.030492,24.254,29.7733,36.9691,40.8008,43.9217,44.8042
0.030496,24.2534,29.7727,36.9685,40.8002,43.9211,44.8036
0.0305,24.2529,29.7721,36.9679,40.7996,43.9205,44.8029
0.030504,24.2523,29.7715,36.9672,40.799,43.9199,44.8023
0.030508,24.2518,29.7709,36.9666,40.7984,43.9193,44.8017
0.030512,24.2512,29.7703,36.966,40.7977,43.9187,44.8011
0.030516,24.2507,29.7696,36.9654,40.7971,43.918,44.8005
0.03052,24.2501,29.769,36.9648,40.7965,43.9174,44.7999
0.030524,24.2496,29.7684,36.9642,40.7959,43.9168,44.7992
0.030528,24.249,29.7678,36.9635,40.7953,43.9162,44.7986
0.030532,24.2484,29.7672,36.9629,40.7947,43.9156,44.798
0.030536,24.2479,29.7666,36.9623,40.7941,43.915,44.7974
0.03054,24.2473,29.766,36.9617,40.7934,43.9144,44.7968
0.030544,24.2468,29.7654,36.9611,40.7928,43.9137,44.7962
0.030548,24.2462,29.7647,36.9605,40.7922,43.9131,44.7956
0.030552,24.2457,29.7641,36.9599,40.7916,43.9125,44.7949
0.030556,24.2451,29.7635,36.9593,40.791,43.9119,44.7943
0.03056,24.2446,29.7629,36.9586,40.7904,43.9113,44.7937
0.030564,24.244,29.7623,36.958,40.7898,43.9107,44.7931
0.030568,24.2435,29.7617,36.9574,40.7891,43.9101,44.7925
0.030572,24.2429,29.7611,36.9568,40.7885,43.9094,44.7919
0.030576,24.2423,29.7605,36.9562,40.7879,43.9088,44.7913
0.03058,24.2418,29.7599,36.9556,40.7873,43.9082,44.7907
0.030584,24.2412,29.7593,36.955,40.7867,43.9076,44.79
0.030588,24.2407,29.7587,36.9544,40.7861,43.907,44.7894
0.030592,24.2401,29.758,36.9537,40.7855,43.9064,44.7888
0.030596,24.2396,29.7574,36.9531,40.7849,43.9058,44.7882
0.0306,24.239,29.7568,36.9525,40.7843,43.9052,44.7876
0.030604,24.2385,29.7562,36.9519,40.7836,43.9046,44.787
0.030608,24.2379,29.7556,36.9513,40.783,43.9039,44.7864
0.030612,24.2374,29.755,36.9507,40.7824,43.9033,44.7858
0.030616,24.2368,29.7544,36.9501,40.7818,43.9027,44.7852
0.03062,24.2363,29.7538,36.9495,40.7812,43.9021,44.7845
0.030624,24.2357,29.7532,36.9489,40.7806,43.9015,44.7839
0.030628,24.2352,29.7526,36.9483,40.78,43.9009,44.7833
0.030632,24.2346,29.752,36.9476,40.7794,43.9003,44.7827
0.030636,24.2341,29.7514,36.947,40.7788,43.8997,44.7821
0.03064,24.2335,29.7508,36.9464,40.7782,43.8991,44.7815
0.030644,24.233,29.7502,36.9458,40.7776,43.8985,44.7809
0.030648,24.2324,29.7496,36.9452,40.777,43.8979,44.7803
0.030652,24.2319,29.749,36.9446,40.7763,43.8973,44.7797
0.030656,24.2313,29.7484,36.944,40.7757,43.8967,44.7791
0.03066,24.2308,29.7478,36.9434,40.7751,43.896,44.7785
0.030664,24.2303,29.7472,36.9428,40.7745,43.8954,44.7779
0.030668,24.2297,29.7465,36.9422,40.7739,43.8948,44.7773
0.030672,24.2292,29.7459,36.9416,40.7733,43.8942,44.7767
0.030676,24.2286,29.7453,36.941,40.7727,43.8936,44.7761
0.03068,24.2281,29.7447,36.9404,40.7721,43.893,44.7754
0.030684,24.2275,29.7441,36.9398,40.7715,43.8924,44.7748
0.030688,24.227,29.7435,36.9392,40.7709,43.8918,44.7742
0.030692,24.2264,29.7429,36.9386,40.7703,43.8912,44.7736
0.030696,24.2259,29.7423,36.938,40.7697,43.8906,44.773
0.0307,24.2253,29.7417,36.9374,40.7691,43.89,44.7724
0.030704,24.2248,29.7411,36.9367,40.7685,43.8894,44.7718
0.030708,24.2242,29.7405,36.9361,40.7679,43.8888,44.7712
0.030712,24.2237,29.7399,36.9355,40.7673,43.8882,44.7706
0.030716,24.2232,29.7393,36.9349,40.7667,43.8876,44.77
0.03072,24.2226,29.7387,36.9343,40.7661,43.887,44.7694
0.030724,24.2221,29.7381,36.9337,40.7655,43.8864,44.7688
0.030728,24.2215,29.7375,36.9331,40.7649,43.8858,44.7682
0.030732,24.221,29.7369,36.9325,40.7643,43.8852,44.7676
0.030736,24.2204,29.7363,36.9319,40.7637,43.8846,44.767
0.03074,24.2199,29.7357,36.9313,40.7631,43.884,44.7664
0.030744,24.2194,29.7351,36.9307,40.7625,43.8834,44.7658
0.030748,24.2188,29.7345,36.9301,40.7619,43.8828,44.7652
0.030752,24.2183,29.7339,36.9295,40.7613,43.8822,44.7646
0.030756,24.2177,29.7334,36.9289,40.7607,43.8816,44.764
0.03076,24.2172,29.7328,36.9283,40.7601,43.881,44.7634
0.030764,24.2166,29.7322,36.9277,40.7595,43.8804,44.7628
0.030768,24.2161,29.7316,36.9271,40.7589,43.8798,44.7622
0.030772,24.2156,29.731,36.9265,40.7583,43.8792,44.7616
0.030776,24.215,29.7304,36.9259,40.7577,43.8786,44.761
0.03078,24.2145,29.7298,36.9253,40.7571,43.878,44.7604
0.030784,24.2139,29.7292,36.9247,40.7565,43.8774,44.7598
0.030788,24.2134,29.7286,36.9241,40.7559,43.8768,44.7592
0.030792,24.2129,29.728,36.9235,40.7553,43.8762,44.7586
0.030796,24.2123,29.7274,36.9229,40.7547,43.8756,44.758
0.0308,24.2118,29.7268,36.9223,40.7541,43.875,44.7574
0.030804,24.2113,29.7262,36.9217,40.7535,43.8744,44.7568
0.030808,24.2107,29.7256,36.9212,40.7529,43.8738,44.7562
0.030812,24.2102,29.725,36.9206,40.7523,43.8732,44.7556
0.030816,24.2096,29.7244,36.92,40.7517,43.8726,44.755
0.03082,24.2091,29.7238,36.9194,40.7511,43.872,44.7544
0.030824,24.2086,29.7232,36.9188,40.7505,43.8714,44.7538
0.030828,24.208,29.7226,36.9182,40.7499,43.8708,44.7532
0.030832,24.2075,29.7221,36.9176,40.7493,43.8702,44.7526
0.030836,24.207,29.7215,36.917,40.7487,43.8696,44.7521
0.03084,24.2064,29.7209,36.9164,40.7481,43.869,44.7515
0.030844,24.2059,29.7203,36.9158,40.7475,43.8684,44.7509
0.030848,24.2053,29.7197,36.9152,40.7469,43.8678,44.7503
0.030852,24.2048,29.7191,36.9146,40.7463,43.8673,44.7497
0.030856,24.2043,29.7185,36.914,40.7457,43.8667,44.7491
0.03086,24.2037,29.7179,36.9134,40.7452,43.8661,44.7485
0.030864,24.2032,29.7173,36.9128,40.7446,43.8655,44.7479
0.030868,24.2027,29.7167,36.9122,40.744,43.8649,44.7473
0.030872,24.2021,29.7162,36.9116,40.7434,43.8643,44.7467
0.030876,24.2016,29.7156,36.911,40.7428,43.8637,44.7461
0.03088,24.2011,29.715,36.9105,40.7422,43.8631,44.7455
0.030884,24.2005,29.7144,36.9099,40.7416,43.8625,44.7449
0.030888,24.2,29.7138,36.9093,40.741,43.8619,44.7443
0.030892,24.1995,29.7132,36.9087,40.7404,43.8613,44.7438
0.030896,24.1989,29.7126,36.9081,40.7398,43.8607,44.7432
0.0309,24.1984,29.712,36.9075,40.7392,43.8601,44.7426
